32	2	10001	19,19,20,21,22,24,23,23,12,13,25,14,25;10,11,12,14,15,16,32,32,25,26,26,26,27
33	2	10001	10,10,12,12,12,15,15,16,18,18,25,25,25;19,19,12,14,15,16,32,32,25,26,26,26,27
34	2	10001	11,12,13,13,13,15,15,32,32,18,25,25,25;19,19,20,21,22,17,17,18,33,33,26,26,26
35	2	10001	10,10,11,11,12,12,12,15,16,17,32,32,25;15,16,17,19,19,22,24,27,27,34,26,26,26
36	2	10001	13,14,15,16,17,18,11,11,12,10,15,13,25;10,10,19,19,19,22,24,32,32,34,26,26,26
37	2	10001	10,10,10,11,12,13,14,15,16,18,18,18,19;11,11,15,13,17,17,22,23,24,34,26,26,26
38	2	10001	18,18,19,19,19,22,23,23,24,25,26,26,34;14,14,16,17,18,32,32,21,22,23,25,25,26
39	2	10001	32,32,32,32,33,16,17,18,17,16,26,26,34;19,19,20,21,21,25,26,27,10,12,15,11,15
40	2	10001	13,14,15,15,16,17,32,32,22,22,25,23,25;19,22,20,21,21,34,34,27,10,12,15,11,15
41	1	20001	13,26,39,1,14,27,40,17,19,32,21,23,36,49,51,24
42	1	20001	39,28,15,3,16,17,8,21,35,48,23,36,49,50,51,24
43	1	20001	39,14,27,2,15,31,7,20,33,46,23,36,49,50,51,37
44	1	20001	13,26,39,3,2,6,19,32,21,34,47,23,36,50,51,10
45	1	20001	39,3,29,42,4,17,30,43,19,35,9,22,36,49,51,24
46	1	20001	13,26,39,1,14,27,0,17,19,32,21,23,36,49,51,24
47	1	20001	39,28,15,3,16,17,8,21,35,48,23,36,49,50,51,24
48	1	20001	39,14,27,2,15,31,7,20,33,46,23,36,49,50,51,37
49	1	20001	13,26,39,14,2,44,19,32,21,34,47,23,36,50,51,10
50	1	20001	39,3,29,42,4,17,30,31,47,34,9,22,36,49,51,37
51	1	20001	39,40,41,42,43,44,45,8,34,21,47,9,36,49,51,37
52	1	20001	39,28,15,3,16,7,20,33,14,17,30,50,36,49,51,37
53	1	20001	39,40,41,42,43,44,19,32,45,6,9,22,36,49,51,10
54	1	20001	39,4,17,30,31,44,19,32,20,33,9,22,35,50,51,37
55	1	20001	13,26,1,14,28,15,3,16,17,30,9,22,36,49,51,37
56	1	20001	28,15,2,3,16,42,17,30,4,39,41,32,33,49,51,10
57	1	20001	39,14,28,3,17,44,20,33,47,34,9,22,36,49,51,37
58	1	20001	39,40,41,42,43,44,31,8,34,48,22,9,35,49,51,10
59	1	20001	13,26,39,14,1,40,41,42,32,20,9,35,22,49,51,37
60	1	20001	13,26,39,5,31,44,19,32,6,34,21,22,9,0,51,24
61	2	20001	13,26,39,1,14,27,16,17,19,32,21,23,36,0,50,24;40,41,29,42,30,43,31,44,45,46,34,47,35,48,51,37
62	2	20001	39,28,15,3,16,17,8,21,35,48,23,36,49,50,51,24;13,26,40,41,29,42,30,43,19,45,4,34,47,32,6,37
63	2	20001	39,14,27,2,15,31,7,20,33,46,23,36,6,50,17,37;0,40,28,41,3,42,30,43,44,45,49,51,34,47,9,10
64	2	20001	13,26,39,14,2,44,5,18,21,34,47,23,36,50,31,10;0,27,17,16,29,42,4,43,7,46,35,48,49,51,45,37
65	2	20001	39,3,29,42,4,17,30,31,19,34,9,22,36,49,51,37;1,27,40,14,41,43,44,32,45,7,46,47,35,48,50,10
66	2	20001	15,41,29,42,16,2,31,44,45,46,34,47,35,48,50,37;13,26,39,1,14,27,0,17,19,32,21,23,36,49,51,24
67	2	20001	13,26,2,41,29,42,30,43,19,45,32,34,47,5,6,37;39,28,15,3,16,17,8,21,35,48,23,36,49,50,51,24
68	2	20001	0,40,28,41,3,42,30,43,44,45,6,8,34,47,51,10;39,14,27,2,15,31,7,20,33,46,23,36,49,50,9,37
69	2	20001	0,27,40,16,29,42,4,43,7,46,35,48,49,17,51,37;13,26,39,14,2,28,15,41,21,34,47,23,36,50,45,10
70	2	20001	1,27,40,28,41,15,19,32,45,6,46,47,35,48,50,10;39,3,29,42,4,17,30,31,44,34,9,22,36,49,51,37
