96	3	16	0	1	1	1	1	113	113
97	5	6	0	1	1	1	1	97	97
98	5	11	0	1	1	1	1	97	97
99	5	18	0	1	1	1	1	97	97
100	6	9	0	1	1	1	1	97	97
101	8	19	0	1	1	1	1	101	101
102	8	20	0	1	1	1	1	101	101
103	9	11	0	1	1	1	1	101	101
104	9	18	0	1	1	1	1	101	101
105	10	12	0	1	1	1	1	101	101
106	10	13	0	1	1	1	1	101	101
107	12	16	0	1	1	1	1	107	107
108	12	17	0	1	1	1	1	107	107
109	13	16	0	1	1	1	1	107	107
110	13	17	0	1	1	1	1	107	107
111	1	21	0	1	1	1	1	111	111
112	2	21	0	1	1	1	1	112	112
113	3	10	0	1	1	1	1	113	113
114	3	17	0	1	1	1	1	113	113
115	4	8	0	1	1	1	1	115	115
116	5	19	0	1	1	1	1	116	116
117	5	20	0	1	1	1	1	116	116
118	6	12	0	1	1	1	1	116	116
119	6	13	0	1	1	1	1	116	116
120	7	8	0	1	1	1	1	116	116
121	9	19	0	1	1	1	1	121	121
122	9	20	0	1	1	1	1	121	121
123	10	14	0	1	1	1	1	121	121
124	10	15	0	1	1	1	1	121	121
125	11	12	0	1	1	1	1	121	121
126	11	13	0	1	1	1	1	121	121
127	12	18	0	1	1	1	1	127	127
128	13	18	0	1	1	1	1	127	127
129	14	16	0	1	1	1	1	127	127
130	14	17	0	1	1	1	1	127	127
131	15	16	0	1	1	1	1	127	127
132	15	17	0	1	1	1	1	127	127
133	1	2	0	1	1	1	1	133	133
134	3	6	0	1	1	1	1	134	134
135	3	11	0	1	1	1	1	134	134
136	3	18	0	1	1	1	1	134	134
137	4	5	0	1	1	1	1	137	137
138	4	9	0	1	1	1	1	137	137
139	5	7	0	1	1	1	1	139	139
140	6	14	0	1	1	1	1	139	139
141	6	15	0	1	1	1	1	139	139
142	7	9	0	1	1	1	1	139	139
143	8	21	0	1	1	1	1	143	143
144	10	16	0	1	1	1	1	143	143
145	10	17	0	1	1	1	1	143	143
146	11	14	0	1	1	1	1	143	143
147	11	15	0	1	1	1	1	143	143
148	12	19	0	1	1	1	1	148	148
149	12	20	0	1	1	1	1	148	148
150	13	19	0	1	1	1	1	148	148
151	13	20	0	1	1	1	1	148	148
152	14	18	0	1	1	1	1	148	148
153	15	18	0	1	1	1	1	148	148
154	1	8	0	1	1	1	1	154	154
155	2	8	0	1	1	1	1	155	155
156	3	19	0	1	1	1	1	156	156
157	3	20	0	1	1	1	1	156	156
158	4	12	0	1	1	1	1	158	158
159	4	13	0	1	1	1	1	158	158
160	5	21	0	1	1	1	1	160	160
161	6	10	0	1	1	1	1	160	160
162	6	16	0	1	1	1	1	160	160
163	6	17	0	1	1	1	1	160	160
164	7	12	0	1	1	1	1	160	160
165	7	13	0	1	1	1	1	160	160
166	9	21	0	1	1	1	1	166	166
167	10	11	0	1	1	1	1	166	166
168	10	18	0	1	1	1	1	166	166
169	11	16	0	1	1	1	1	166	166
170	11	17	0	1	1	1	1	166	166
171	14	19	0	1	1	1	1	171	171
172	14	20	0	1	1	1	1	171	171
173	15	19	0	1	1	1	1	171	171
174	15	20	0	1	1	1	1	171	171
175	16	18	0	1	1	1	1	171	171
176	17	18	0	1	1	1	1	171	171
177	1	5	0	1	1	1	1	177	177
178	1	9	0	1	1	1	1	177	177
179	2	5	0	1	1	1	1	179	179
180	2	9	0	1	1	1	1	179	179
181	3	4	0	1	1	1	1	181	181
182	3	7	0	1	1	1	1	181	181
183	4	14	0	1	1	1	1	183	183
184	4	15	0	1	1	1	1	183	183
185	6	11	0	1	1	1	1	185	185
186	6	18	0	1	1	1	1	185	185
187	7	14	0	1	1	1	1	185	185
188	7	15	0	1	1	1	1	185	185
189	10	19	0	1	1	1	1	189	189
190	10	20	0	1	1	1	1	189	189
191	11	18	0	1	1	1	1	189	189
192	12	21	0	1	1	1	1	192	192
193	13	21	0	1	1	1	1	192	192
194	16	19	0	1	1	1	1	192	192
195	16	20	0	1	1	1	1	192	192
196	17	19	0	1	1	1	1	192	192
197	17	20	0	1	1	1	1	192	192
198	4	10	0	1	1	1	1	203	203
199	4	16	0	1	1	1	1	203	203
200	4	17	0	1	1	1	1	203	203
201	5	8	0	1	1	1	1	206	206
202	6	19	0	1	1	1	1	206	206
203	6	20	0	1	1	1	1	206	206
204	7	10	0	1	1	1	1	206	206
205	7	16	0	1	1	1	1	206	206
206	7	17	0	1	1	1	1	206	206
207	8	9	0	1	1	1	1	212	212
208	11	19	0	1	1	1	1	212	212
209	11	20	0	1	1	1	1	212	212
210	18	19	0	1	1	1	1	215	215
211	18	20	0	1	1	1	1	215	215
212	4	6	0	1	1	1	1	219	219
213	4	11	0	1	1	1	1	219	219
214	4	18	0	1	1	1	1	219	219
215	5	9	0	1	1	1	1	219	219
216	6	7	0	1	1	1	1	219	219
217	7	11	0	1	1	1	1	219	219
218	7	18	0	1	1	1	1	219	219
219	10	21	0	1	1	1	1	219	219
220	16	21	0	1	1	1	1	219	219
221	17	21	0	1	1	1	1	219	219
